timestamp_seconds,tracked_vehicle_count,average_speed_kmh,median_speed_kmh,average_pixel_speed,median_pixel_speed,total_pixel_movement,moving_vehicle_count,slow_vehicle_count,stopped_vehicle_count,UNKNOWN,stopped_vehicle_percentage,slow_vehicle_percentage,moving_vehicle_percentage,movement_congestion_score,calibration_status
26.86,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
29.363,1,2.69,2.69,8.21,8.21,20.55,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
29.53,1,1.93,1.93,34.05,34.05,10.0,0,0,1,0,100.0,0.0,0.0,80.0,demo_calibration
29.696,1,2.45,2.45,41.77,41.77,9.5,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
29.863,1,3.21,3.21,48.02,48.02,4.5,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
30.197,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
30.364,2,38.73,38.73,65.94,65.94,11.01,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
30.53,2,56.16,56.16,227.51,227.51,77.49,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
30.697,2,56.16,56.16,232.95,232.95,18.44,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
30.864,2,56.16,56.16,243.89,243.89,21.97,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
31.031,2,56.16,56.16,324.47,324.47,111.9,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
31.198,1,73.6,73.6,459.66,459.66,67.12,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
31.365,1,73.6,73.6,407.35,407.35,50.56,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
31.532,1,73.6,73.6,313.65,313.65,39.46,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
31.698,1,73.6,73.6,238.1,238.1,29.09,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
32.199,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
32.366,1,25.31,25.31,90.07,90.07,15.04,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
32.532,1,50.46,50.46,95.55,95.55,16.77,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
32.699,1,64.19,64.19,96.75,96.75,16.56,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
32.866,1,69.7,69.7,92.76,92.76,13.04,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
33.033,1,69.35,69.35,83.2,83.2,12.08,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
33.2,1,68.42,68.42,69.52,69.52,9.71,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
33.367,1,65.34,65.34,60.92,60.92,8.73,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
33.534,1,67.38,67.38,62.93,62.93,13.09,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
33.7,1,68.12,68.12,61.65,61.65,9.01,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
34.868,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
35.035,2,30.82,30.82,55.04,55.04,9.19,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
35.202,2,48.55,48.55,85.69,85.69,29.33,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
35.369,2,56.75,56.75,100.46,100.46,40.02,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
35.535,2,62.71,62.71,116.12,116.12,46.73,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
35.702,2,62.71,62.71,142.44,142.44,55.7,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
35.869,2,62.71,62.71,169.98,169.98,67.61,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
36.036,2,62.71,62.71,211.59,211.59,88.7,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
36.203,1,82.38,82.38,179.95,179.95,36.55,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
40.874,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
41.041,1,33.25,33.25,303.11,303.11,50.62,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
41.208,1,47.93,47.93,292.65,292.65,47.13,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
41.375,1,47.93,47.93,296.02,296.02,50.56,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
41.541,1,47.93,47.93,349.91,349.91,77.16,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
41.708,1,47.93,47.93,450.11,450.11,97.33,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
41.875,1,47.93,47.93,520.18,520.18,85.67,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
42.042,1,47.93,47.93,498.4,498.4,66.71,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
42.209,1,47.93,47.93,403.31,403.31,49.68,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
42.376,1,47.93,47.93,310.88,310.88,39.36,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
42.543,1,47.93,47.93,234.54,234.54,28.46,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
42.709,1,47.93,47.93,194.48,194.48,29.44,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
42.876,1,47.93,47.93,164.2,164.2,24.19,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
43.043,1,47.93,47.93,142.44,142.44,17.56,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
43.21,1,47.93,47.93,116.16,116.16,16.45,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
43.377,1,47.93,47.93,98.27,98.27,15.23,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
43.544,1,47.93,47.93,90.49,90.49,13.66,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
43.71,1,47.93,47.93,83.71,83.71,12.97,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
43.877,2,47.93,47.93,75.46,75.46,11.1,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
44.044,2,33.56,33.56,55.26,55.26,17.62,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
44.211,1,47.93,47.93,63.13,63.13,9.71,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
47.381,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
47.547,1,36.33,36.33,66.88,66.88,11.1,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
48.048,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
48.215,1,6.54,6.54,6.69,6.69,1.12,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
51.218,1,24.23,24.23,66.88,66.88,0.0,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
51.718,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
51.885,1,47.18,47.18,67.28,67.28,11.24,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
52.052,1,74.15,74.15,66.03,66.03,10.82,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
52.219,1,75.96,75.96,57.88,57.88,6.95,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
54.555,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
54.721,2,20.55,20.55,65.19,65.19,96.41,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
54.888,1,26.79,26.79,54.0,54.0,3.81,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
55.556,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
56.223,2,27.09,27.09,28.93,28.93,51.62,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
56.89,1,11.7,11.7,3.37,3.37,4.5,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
58.725,1,17.42,17.42,40.92,40.92,56.66,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
58.892,1,20.2,20.2,46.59,46.59,17.07,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
61.228,1,13.84,13.84,4.7,4.7,26.1,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
63.897,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
64.064,1,39.68,39.68,47.34,47.34,7.91,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
64.231,1,62.26,62.26,50.15,50.15,8.85,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
64.398,1,64.55,64.55,50.89,50.89,8.75,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
64.564,1,64.21,64.21,54.92,54.92,9.86,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
64.731,1,66.52,66.52,62.45,62.45,12.62,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
67.901,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
68.068,1,24.41,24.41,64.49,64.49,10.77,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
68.235,1,47.32,47.32,70.41,70.41,12.75,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
68.402,1,53.93,53.93,80.12,80.12,16.62,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
68.569,1,65.69,65.69,86.22,86.22,13.83,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
68.735,1,74.7,74.7,97.64,97.64,18.36,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
68.902,1,81.39,81.39,105.09,105.09,20.35,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
69.069,1,81.39,81.39,123.92,123.92,23.26,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
69.236,1,81.39,81.39,141.07,141.07,27.06,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
73.74,1,13.83,13.83,150.67,150.67,0.0,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
74.241,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
76.076,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
76.41,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
76.576,1,29.54,29.54,79.52,79.52,13.2,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
76.743,1,56.89,56.89,82.13,82.13,14.15,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
76.91,1,56.89,56.89,97.11,97.11,21.22,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
77.077,1,56.89,56.89,118.01,118.01,23.75,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
77.244,1,56.89,56.89,145.73,145.73,28.04,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
77.744,1,41.39,41.39,162.04,162.04,0.0,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
78.412,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
82.416,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
82.582,1,27.2,27.2,50.13,50.13,8.32,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
87.921,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
88.088,1,51.94,51.94,89.32,89.32,14.92,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
88.255,1,51.94,51.94,91.67,91.67,15.7,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
88.422,2,51.94,51.94,86.12,86.12,12.53,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
88.588,2,37.48,37.48,53.83,53.83,16.12,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
88.755,2,37.48,37.48,56.56,56.56,20.0,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
88.922,2,37.48,37.48,56.03,56.03,19.92,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
89.089,2,37.48,37.48,66.56,66.56,26.77,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
89.256,3,37.48,37.48,67.69,67.69,21.13,2,0,0,1,0.0,0.0,66.66666666666666,3.33,demo_calibration
89.423,3,42.15,23.01,84.49,99.19,43.03,2,1,0,0,0.0,33.33333333333333,66.66666666666666,10.0,demo_calibration
89.59,2,17.61,17.61,106.16,106.16,37.11,1,1,0,0,0.0,50.0,50.0,15.0,demo_calibration
89.756,4,17.5,17.5,112.16,112.16,38.41,1,1,0,2,0.0,25.0,25.0,12.5,demo_calibration
89.923,4,25.83,20.7,102.25,90.9,74.6,3,1,0,0,0.0,25.0,75.0,7.5,demo_calibration
90.09,4,31.83,32.65,111.01,91.41,80.37,3,1,0,0,0.0,25.0,75.0,7.5,demo_calibration
90.257,3,39.43,49.4,92.35,93.96,47.1,2,1,0,0,0.0,33.33333333333333,66.66666666666666,10.0,demo_calibration
90.424,3,42.39,49.4,98.31,106.77,54.74,2,1,0,0,0.0,33.33333333333333,66.66666666666666,10.0,demo_calibration
90.591,1,49.4,49.4,134.09,134.09,25.93,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
90.757,1,49.4,49.4,158.76,158.76,32.02,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
90.924,1,23.01,23.01,143.1,143.1,42.15,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
91.091,1,23.01,23.01,168.31,168.31,41.44,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
92.426,1,37.84,37.84,113.72,113.72,0.0,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
92.593,1,44.52,44.52,158.22,158.22,32.6,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
95.429,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
96.43,2,11.6,11.6,5.85,5.85,5.85,0,1,0,1,0.0,50.0,0.0,20.0,demo_calibration
96.597,1,29.78,29.78,38.34,38.34,6.4,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
97.097,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
97.264,1,54.98,54.98,81.45,81.45,13.6,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
97.431,1,54.98,54.98,89.6,89.6,16.32,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
97.597,1,54.98,54.98,94.87,94.87,17.5,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
97.764,1,54.98,54.98,110.92,110.92,21.64,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
97.931,2,41.91,41.91,76.54,76.54,42.49,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
98.098,2,45.0,45.0,93.32,93.32,38.75,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
98.265,2,54.98,54.98,183.51,183.51,38.03,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
98.432,2,8.84,8.84,107.83,107.83,18.01,0,1,0,1,0.0,50.0,0.0,20.0,demo_calibration
98.599,1,10.79,10.79,101.91,101.91,16.03,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
98.765,1,12.67,12.67,105.09,105.09,18.5,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
98.932,1,13.9,13.9,105.09,105.09,18.01,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
99.099,1,16.3,16.3,102.19,102.19,14.58,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
99.766,2,54.98,54.98,202.03,202.03,0.0,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
99.933,1,8.99,8.99,128.78,128.78,21.51,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
100.1,1,15.66,15.66,137.76,137.76,24.51,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
100.267,1,16.94,16.94,138.74,138.74,23.5,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
100.434,1,16.61,16.61,137.75,137.75,21.01,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
100.6,1,16.83,16.83,133.02,133.02,22.01,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
100.767,1,16.63,16.63,124.04,124.04,19.0,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
100.934,1,16.32,16.32,117.06,117.06,17.51,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
101.101,1,16.22,16.22,97.01,97.01,12.09,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
101.268,2,9.99,9.99,48.02,48.02,27.77,1,1,0,0,0.0,50.0,50.0,15.0,demo_calibration
101.435,2,9.66,9.66,55.63,55.63,21.76,0,2,0,0,0.0,100.0,0.0,30.0,demo_calibration
101.602,2,9.24,9.24,60.88,60.88,22.06,0,2,0,0,0.0,100.0,0.0,30.0,demo_calibration
101.768,1,13.19,13.19,70.02,70.02,10.01,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
101.935,1,12.58,12.58,63.05,63.05,9.51,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
103.77,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
103.937,1,56.86,56.86,85.63,85.63,14.3,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
104.104,2,56.86,56.86,92.24,92.24,16.51,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
104.271,2,40.57,40.57,82.95,82.95,29.84,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
104.438,2,54.38,54.38,96.83,96.83,37.35,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
104.605,2,63.84,63.84,111.06,111.06,44.1,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
104.771,2,60.52,60.52,127.62,127.62,46.14,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
104.938,2,61.87,61.87,148.88,148.88,58.67,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
105.272,1,64.28,64.28,92.74,92.74,35.78,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
105.772,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
107.107,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
107.274,1,43.28,43.28,80.89,80.89,13.51,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
107.441,2,68.77,68.77,91.7,91.7,13.9,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
107.608,1,87.81,87.81,78.75,78.75,12.04,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
107.774,1,92.25,92.25,75.31,75.31,11.72,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
107.941,1,91.29,91.29,64.5,64.5,8.49,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
108.108,1,87.16,87.16,55.43,55.43,7.5,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
108.275,1,83.36,83.36,44.69,44.69,6.4,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
108.442,1,80.81,80.81,44.0,44.0,8.14,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
108.609,2,80.3,80.3,45.4,45.4,8.2,1,0,0,1,0.0,0.0,50.0,5.0,demo_calibration
108.775,2,69.7,69.7,77.0,77.0,24.33,2,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
108.942,1,59.32,59.32,123.22,123.22,22.98,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
109.109,1,59.32,59.32,140.82,140.82,29.4,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
109.276,1,59.32,59.32,175.35,175.35,35.47,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
110.277,1,59.32,59.32,161.28,161.28,95.52,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
110.777,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
110.944,1,24.61,24.61,70.09,70.09,11.7,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
112.112,1,79.98,79.98,153.91,153.91,0.0,1,0,0,0,0.0,0.0,100.0,0.0,demo_calibration
113.113,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
113.28,1,6.05,6.05,15.27,15.27,2.55,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
113.447,1,5.14,5.14,16.62,16.62,3.0,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
113.78,1,,,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,10.0,demo_calibration
117.618,1,2.24,2.24,1.41,1.41,5.41,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
118.618,1,3.16,3.16,1.5,1.5,1.58,0,1,0,0,0.0,100.0,0.0,30.0,demo_calibration
