timestamp_seconds,vehicle_count,cars,motorcycles,buses,trucks
63.897,1,1,0,0,0
64.064,1,1,0,0,0
64.231,1,1,0,0,0
64.398,1,1,0,0,0
64.564,1,1,0,0,0
64.731,1,1,0,0,0
64.898,19,14,0,0,5
65.065,19,15,0,0,4
65.232,21,13,0,0,8
65.399,18,15,0,0,3
65.566,16,10,0,0,6
65.732,16,11,0,0,5
65.899,15,11,0,0,4
66.066,15,13,0,0,2
66.233,19,12,0,0,7
66.4,16,12,0,0,4
66.567,16,14,0,0,2
66.733,18,15,0,0,3
66.9,16,14,0,0,2
67.067,20,17,0,0,3
67.234,12,11,0,0,1
67.401,13,13,0,0,0
67.567,16,15,1,0,0
67.734,7,7,0,0,0
67.901,1,1,0,0,0
68.068,1,1,0,0,0
68.235,1,1,0,0,0
68.402,1,1,0,0,0
68.569,1,1,0,0,0
68.735,1,1,0,0,0
68.902,1,1,0,0,0
69.069,1,1,0,0,0
69.236,1,1,0,0,0
69.403,13,12,0,0,1
69.57,13,10,0,0,3
69.736,13,11,0,0,2
69.903,10,10,0,0,0
70.07,9,9,0,0,0
70.237,13,12,0,0,1
70.404,11,10,0,0,1
70.57,10,8,0,0,2
70.737,5,5,0,0,0
70.904,3,3,0,0,0
71.071,1,1,0,0,0
71.238,4,4,0,0,0
71.405,3,3,0,0,0
71.572,6,6,0,0,0
71.738,8,8,0,0,0
71.905,5,5,0,0,0
72.072,5,5,0,0,0
72.239,5,5,0,0,0
72.406,9,6,0,0,3
72.573,8,6,0,0,2
72.739,9,7,0,0,2
72.906,8,7,0,0,1
73.073,9,7,0,0,2
73.24,6,3,0,0,3
73.407,8,7,0,0,1
73.573,6,4,0,0,2
73.74,1,1,0,0,0
73.907,7,6,0,0,1
74.074,6,6,0,0,0
74.241,1,1,0,0,0
74.408,6,6,0,0,0
74.575,10,9,0,0,1
74.741,8,6,0,0,2
74.908,9,9,0,0,0
75.075,10,6,0,0,4
75.242,10,10,0,0,0
75.409,10,10,0,0,0
75.576,7,7,0,0,0
75.742,6,5,0,0,1
75.909,9,7,0,0,2
76.076,1,1,0,0,0
76.243,10,8,0,0,2
76.41,1,1,0,0,0
76.576,1,1,0,0,0
76.743,1,1,0,0,0
76.91,1,1,0,0,0
77.077,1,1,0,0,0
77.244,1,1,0,0,0
77.411,8,6,0,0,2
77.578,6,6,0,0,0
77.744,1,1,0,0,0
77.911,5,5,0,0,0
78.078,6,6,0,0,0
78.245,7,7,0,0,0
78.412,1,1,0,0,0
78.579,5,5,0,0,0
78.745,6,5,0,0,1
78.912,6,5,0,0,1
79.079,6,5,0,0,1
79.246,4,4,0,0,0
79.413,7,7,0,0,0
79.579,7,7,0,0,0
79.746,7,7,0,0,0
79.913,7,6,0,0,1
80.08,6,6,0,0,0
80.247,5,5,0,0,0
80.414,7,7,0,0,0
80.581,7,7,0,0,0
80.747,7,5,0,0,2
80.914,8,8,0,0,0
81.081,6,6,0,0,0
81.248,8,7,0,0,1
81.415,6,6,0,0,0
81.582,7,7,0,0,0
81.748,7,7,0,0,0
81.915,8,7,0,0,1
82.082,7,6,0,0,1
82.249,7,6,0,0,1
82.416,1,1,0,0,0
82.582,1,0,0,0,1
82.749,6,5,0,0,1
82.916,8,7,0,0,1
83.083,7,6,0,0,1
83.25,6,5,0,0,1
83.417,8,7,0,0,1
83.584,6,5,0,0,1
83.75,6,6,0,0,0
83.917,8,8,0,0,0
84.084,9,9,0,0,0
84.251,7,7,0,0,0
84.418,10,9,0,0,1
84.585,8,8,0,0,0
84.751,8,8,0,0,0
84.918,7,7,0,0,0
85.085,7,7,0,0,0
85.252,7,7,0,0,0
85.419,8,8,0,0,0
85.585,7,7,0,0,0
85.752,6,5,0,0,1
85.919,7,7,0,0,0
86.086,6,6,0,0,0
86.253,7,6,0,0,1
86.42,6,6,0,0,0
86.587,6,6,0,0,0
86.753,6,6,0,0,0
86.92,9,9,0,0,0
87.087,9,9,0,0,0
87.254,9,9,0,0,0
87.421,9,9,0,0,0
87.588,9,9,0,0,0
87.754,8,8,0,0,0
87.921,1,1,0,0,0
88.088,1,1,0,0,0
88.255,1,1,0,0,0
88.422,2,2,0,0,0
88.588,2,2,0,0,0
88.755,2,2,0,0,0
88.922,2,2,0,0,0
89.089,2,2,0,0,0
89.256,3,3,0,0,0
89.423,3,3,0,0,0
89.59,2,2,0,0,0
89.756,4,4,0,0,0
89.923,4,4,0,0,0
90.09,4,3,0,0,1
90.257,3,3,0,0,0
90.424,3,3,0,0,0
90.591,1,1,0,0,0
90.757,1,1,0,0,0
90.924,1,1,0,0,0
91.091,1,1,0,0,0
91.258,14,12,0,0,2
91.425,12,10,0,0,2
91.591,12,12,0,0,0
91.758,12,11,0,0,1
91.925,12,10,0,0,2
92.092,12,11,0,0,1
92.259,13,13,0,0,0
92.426,1,1,0,0,0
92.593,1,1,0,0,0
92.759,6,6,0,0,0
92.926,9,9,0,0,0
93.093,7,7,0,0,0
93.26,5,5,0,0,0
93.427,7,7,0,0,0
93.594,6,5,0,0,1
93.76,6,5,0,0,1
93.927,4,4,0,0,0
94.094,5,5,0,0,0
94.261,1,1,0,0,0
94.428,3,3,0,0,0
94.594,3,3,0,0,0
94.761,4,4,0,0,0
94.928,4,4,0,0,0
95.095,5,5,0,0,0
95.262,4,4,0,0,0
95.429,1,1,0,0,0
95.596,5,5,0,0,0
95.762,5,5,0,0,0
95.929,3,3,0,0,0
96.096,5,5,0,0,0
96.263,5,5,0,0,0
96.43,2,2,0,0,0
96.597,1,1,0,0,0
96.763,7,7,0,0,0
96.93,9,9,0,0,0
97.097,1,1,0,0,0
97.264,1,1,0,0,0
97.431,1,1,0,0,0
97.597,1,1,0,0,0
97.764,1,1,0,0,0
97.931,2,2,0,0,0
98.098,2,2,0,0,0
98.265,2,2,0,0,0
98.432,2,2,0,0,0
98.599,1,1,0,0,0
98.765,1,1,0,0,0
98.932,1,1,0,0,0
99.099,1,1,0,0,0
99.266,6,5,0,0,1
99.433,8,8,0,0,0
99.6,9,7,0,0,2
99.766,2,2,0,0,0
99.933,1,1,0,0,0
100.1,1,1,0,0,0
100.267,1,1,0,0,0
100.434,1,1,0,0,0
100.6,1,1,0,0,0
100.767,1,1,0,0,0
100.934,1,1,0,0,0
101.101,1,1,0,0,0
101.268,2,2,0,0,0
101.435,2,2,0,0,0
101.602,2,2,0,0,0
101.768,1,1,0,0,0
101.935,1,1,0,0,0
102.102,8,7,0,0,1
102.269,12,11,0,0,1
102.436,10,10,0,0,0
102.603,9,9,0,0,0
102.769,9,9,0,0,0
102.936,11,10,0,0,1
103.103,13,11,0,0,2
103.27,7,7,0,0,0
103.437,9,8,0,0,1
103.603,8,8,0,0,0
103.77,1,1,0,0,0
103.937,1,1,0,0,0
104.104,2,2,0,0,0
104.271,2,2,0,0,0
104.438,2,2,0,0,0
104.605,2,2,0,0,0
104.771,2,2,0,0,0
104.938,2,1,0,0,1
105.105,11,9,0,0,2
105.272,1,0,0,0,1
105.439,10,8,0,0,2
105.606,11,7,0,0,4
105.772,1,1,0,0,0
105.939,11,9,0,0,2
106.106,12,9,0,0,3
106.273,10,8,0,0,2
106.44,10,7,0,0,3
106.606,9,7,0,0,2
106.773,15,13,0,0,2
106.94,9,8,0,0,1
107.107,1,1,0,0,0
107.274,1,1,0,0,0
107.441,2,2,0,0,0
107.608,1,1,0,0,0
107.774,1,1,0,0,0
107.941,1,1,0,0,0
108.108,1,1,0,0,0
108.275,1,1,0,0,0
108.442,1,1,0,0,0
108.609,2,2,0,0,0
108.775,2,2,0,0,0
108.942,1,1,0,0,0
109.109,1,1,0,0,0
109.276,1,1,0,0,0
109.443,8,7,0,0,1
109.609,9,8,0,0,1
109.776,12,11,0,0,1
109.943,12,10,0,0,2
110.11,11,10,0,0,1
110.277,1,1,0,0,0
110.444,12,10,0,0,2
110.611,9,8,0,0,1
110.777,1,1,0,0,0
110.944,1,1,0,0,0
111.111,9,9,0,0,0
111.278,7,6,0,0,1
111.445,8,7,0,0,1
111.612,11,10,0,0,1
111.778,7,7,0,0,0
111.945,7,7,0,0,0
112.112,1,1,0,0,0
112.279,7,7,0,0,0
112.446,6,6,0,0,0
112.612,7,6,0,0,1
112.779,7,6,0,0,1
112.946,8,7,0,0,1
113.113,1,1,0,0,0
113.28,1,1,0,0,0
113.447,1,1,0,0,0
113.614,7,6,0,0,1
113.78,1,1,0,0,0
113.947,6,6,0,0,0
114.114,5,5,0,0,0
114.281,10,7,0,0,3
114.448,8,7,0,0,1
114.615,9,6,0,0,3
114.781,7,7,0,0,0
114.948,9,8,0,0,1
115.115,11,9,0,0,2
115.282,7,7,0,0,0
115.449,10,8,0,0,2
115.615,11,10,0,0,1
115.782,11,8,0,0,3
115.949,10,10,0,0,0
116.116,13,11,0,0,2
116.283,12,10,0,0,2
116.45,10,9,0,0,1
116.617,13,11,0,0,2
116.783,11,10,0,0,1
116.95,13,11,0,0,2
117.117,14,11,0,0,3
117.284,12,8,0,0,4
117.451,9,7,0,0,2
117.618,1,1,0,0,0
117.784,9,9,0,0,0
117.951,10,10,0,0,0
118.118,12,12,0,0,0
118.285,10,10,0,0,0
118.452,10,9,0,0,1
118.618,1,1,0,0,0
118.785,11,8,0,0,3
118.952,13,10,0,0,3
119.119,12,9,0,0,3
119.286,11,10,0,0,1
119.453,12,8,0,0,4
119.62,11,6,0,0,5
119.786,15,11,0,0,4
119.953,14,10,0,0,4
120.12,10,7,0,0,3
120.287,9,7,0,0,2
120.454,11,8,0,0,3
120.621,10,10,0,0,0
120.787,10,8,0,0,2
120.954,11,9,0,0,2
121.121,13,12,0,0,1
121.288,11,10,0,0,1
121.455,16,16,0,0,0
121.621,15,14,0,0,1
121.788,15,14,0,0,1
121.955,2,2,0,0,0
122.122,1,1,0,0,0
122.289,14,12,0,0,2
122.456,11,10,0,0,1
122.623,12,10,0,0,2
122.789,13,12,0,0,1
122.956,15,12,0,0,3
123.123,16,12,0,0,4
123.29,15,14,0,0,1
123.457,15,13,0,0,2
123.624,14,10,0,0,4
123.79,15,10,0,0,5
123.957,13,12,0,0,1
124.124,14,14,0,0,0
124.291,9,9,0,0,0
124.458,1,1,0,0,0
124.624,1,1,0,0,0
124.791,1,1,0,0,0
124.958,1,1,0,0,0
125.125,1,1,0,0,0
125.292,1,1,0,0,0
125.459,1,1,0,0,0
125.626,7,7,0,0,0
125.792,1,1,0,0,0
125.959,8,8,0,0,0
126.126,8,8,0,0,0
126.293,7,7,0,0,0
126.46,8,8,0,0,0
126.627,8,8,0,0,0
126.793,8,8,0,0,0
126.96,9,9,0,0,0
127.127,6,6,0,0,0
127.294,7,7,0,0,0
127.461,7,7,0,0,0
127.627,12,12,0,0,0
127.794,6,6,0,0,0
127.961,8,8,0,0,0
128.128,13,12,0,0,1
128.295,8,7,0,0,1
128.462,1,0,0,0,1
128.629,1,0,0,0,1
128.795,10,9,0,0,1
128.962,11,9,0,0,2
129.129,1,0,0,0,1
129.296,1,0,0,0,1
129.463,1,0,0,0,1
129.63,1,0,0,0,1
129.796,1,0,0,0,1
129.963,1,0,0,0,1
130.13,1,0,0,0,1
130.297,2,1,0,0,1
130.464,2,1,0,0,1
130.631,1,0,0,0,1
130.797,1,0,0,0,1
130.964,13,11,0,0,2
131.131,1,1,0,0,0
131.298,1,1,0,0,0
131.465,10,8,0,0,2
131.631,13,9,0,0,4
131.798,18,10,0,0,8
131.965,14,12,0,0,2
132.132,14,12,0,0,2
132.299,11,11,0,0,0
132.466,10,10,0,0,0
132.632,10,10,0,0,0
132.799,1,1,0,0,0
132.966,1,1,0,0,0
133.133,8,8,0,0,0
133.3,8,8,0,0,0
133.467,2,2,0,0,0
133.633,1,1,0,0,0
133.8,1,1,0,0,0
133.967,1,1,0,0,0
134.134,1,1,0,0,0
134.301,2,2,0,0,0
134.468,1,1,0,0,0
134.635,2,2,0,0,0
134.801,1,1,0,0,0
134.968,17,16,0,0,1
135.135,13,13,0,0,0
135.302,20,18,0,0,2
135.469,17,16,0,0,1
135.636,11,10,0,0,1
135.802,15,12,0,0,3
135.969,12,10,0,0,2
136.136,12,8,0,0,4
136.303,12,11,0,0,1
136.47,14,13,0,0,1
136.637,1,1,0,0,0
136.803,1,1,0,0,0
136.97,12,6,0,0,6
137.137,1,0,0,0,1
137.304,1,0,0,0,1
137.471,14,10,0,0,4
137.637,15,9,0,0,6
137.804,10,8,0,0,2
137.971,14,9,0,0,5
138.138,16,10,0,0,6
138.305,15,13,0,0,2
138.472,1,0,0,0,1
138.638,1,0,0,0,1
138.805,1,0,0,0,1
138.972,1,0,0,0,1
139.139,1,0,0,0,1
139.306,1,0,0,0,1
139.473,1,0,0,0,1
139.639,1,0,0,0,1
139.806,1,0,0,0,1
139.973,1,0,0,0,1
140.14,1,0,0,0,1
140.307,1,0,0,0,1
140.474,1,0,0,0,1
140.641,1,0,0,0,1
140.807,12,7,0,0,5
140.974,14,12,0,0,2
141.141,20,17,0,0,3
141.308,14,11,0,0,3
141.475,13,10,0,0,3
141.642,17,15,0,0,2
141.808,17,13,0,0,4
141.975,1,0,0,0,1
142.142,1,1,0,0,0
142.309,15,12,0,0,3
142.476,13,13,0,0,0
142.643,16,14,0,0,2
142.809,17,14,0,0,3
142.976,17,15,0,0,2
143.143,17,16,0,0,1
143.31,1,1,0,0,0
143.477,1,1,0,0,0
143.643,1,1,0,0,0
143.81,2,2,0,0,0
143.977,1,1,0,0,0
144.144,1,1,0,0,0
144.311,1,1,0,0,0
144.478,1,1,0,0,0
144.644,2,2,0,0,0
144.811,2,2,0,0,0
144.978,1,1,0,0,0
145.145,14,12,0,0,2
145.312,15,13,0,0,2
145.479,10,10,0,0,0
145.645,16,15,0,0,1
145.812,1,1,0,0,0
145.979,1,1,0,0,0
146.146,2,2,0,0,0
146.313,7,7,0,0,0
146.48,2,2,0,0,0
146.647,11,10,0,0,1
146.813,8,6,0,0,2
146.98,6,6,0,0,0
147.147,6,6,0,0,0
147.314,6,6,0,0,0
147.481,5,5,0,0,0
147.648,6,6,0,0,0
147.814,4,4,0,0,0
147.981,4,4,0,0,0
148.148,2,2,0,0,0
148.315,1,1,0,0,0
148.482,1,1,0,0,0
148.649,3,3,0,0,0
148.815,5,5,0,0,0
148.982,5,4,0,0,1
149.149,1,1,0,0,0
149.316,1,1,0,0,0
149.483,1,1,0,0,0
149.649,2,2,0,0,0
149.816,2,2,0,0,0
149.983,2,2,0,0,0
150.15,2,2,0,0,0
150.317,2,2,0,0,0
