track_id,vehicle_type,observation_count,total_pixel_distance,average_pixel_speed,median_pixel_speed,maximum_pixel_speed,first_timestamp,last_timestamp,movement_status
3697,car,6,85.12248548973287,85.06380366553405,101.91066660853348,111.44578313253226,98.265,99.099,MOVING
3705,car,4,30.04483626813912,29.14727562411484,28.167886880717827,60.2533287350237,98.432,101.602,MOVING
3747,car,14,222.18860340056193,95.1161180335766,101.90843309828688,146.73713478854816,99.766,101.935,MOVING
3884,car,8,175.36019995627186,131.4091416022195,121.30443783996711,255.77345070866275,103.77,104.938,MOVING
3894,car,8,107.3268579294085,66.99877423554376,83.98451206221267,107.13794811426779,104.104,107.441,MOVING
3929,car,1,0.0,0.0,0.0,0.0,105.772,105.772,INSUFFICIENT_DATA
3986,car,11,96.16107163943688,52.40576322285357,49.105447505558594,83.24214835004618,107.107,108.775,MOVING
4034,car,7,201.43737250413943,104.32680248575797,108.80958956739302,212.38500420320995,108.609,112.112,MOVING
4124,car,2,11.704699910719626,35.04401170874106,35.04401170874106,70.08802341748212,110.777,110.944,INSUFFICIENT_DATA
4193,car,3,5.549509756796392,11.076865782028621,15.26652548979861,17.964071856287255,113.113,113.447,MOVING
4208,car,5,21.223343005760093,10.986570666795096,1.5811388300841898,50.1887862701798,113.78,122.122,STOPPED
4562,car,3,8.56448384553831,0.6675674279490761,0.9486721252645963,1.0540301585826317,121.955,130.464,STOPPED
4695,car,7,73.89062091759416,63.28693468299914,63.65356774092544,100.06452076088769,124.458,125.459,MOVING
4822,truck,13,418.53193874181954,192.964347055912,191.28901610734295,380.2866678300479,128.462,130.797,MOVING
4878,car,3,8.68465843842649,13.343828261098048,2.9976019184652163,37.03388286482893,130.297,131.298,SLOW
4983,car,2,6.103277807866851,18.27328684990058,18.27328684990058,36.54657369980116,132.799,132.966,INSUFFICIENT_DATA
5000,car,6,42.557525681922336,29.444264761890054,17.594953164545455,90.41163264942122,133.467,136.803,MOVING
5002,car,8,153.07503003023876,114.62656392540092,109.71314287149568,212.76452699927782,133.467,134.635,MOVING
5195,truck,2,8.5,25.449101796406943,25.449101796406943,50.898203592813886,137.137,137.304,INSUFFICIENT_DATA
5260,truck,14,535.5784082674625,229.2467438804415,211.10086046791668,445.947003136753,138.472,140.641,MOVING
5399,truck,1,0.0,0.0,0.0,0.0,141.975,141.975,INSUFFICIENT_DATA
5405,car,5,36.65868972314314,15.383135459863547,6.651768517428025,53.30686770887631,142.142,146.48,SLOW
5468,car,10,131.91546845221686,79.10187157987849,75.22760890541576,155.285059639399,143.31,144.811,MOVING
5548,car,3,16.556677518174602,20.0587555478215,7.802447228677939,52.37381941478656,144.978,146.146,SLOW
5587,car,1,0.0,0.0,0.0,0.0,145.812,145.812,INSUFFICIENT_DATA
5609,car,1,0.0,0.0,0.0,0.0,146.146,146.146,INSUFFICIENT_DATA
5619,car,1,0.0,0.0,0.0,0.0,146.48,146.48,INSUFFICIENT_DATA
5669,car,8,81.72732456603279,61.21645518143311,64.00574977955591,92.233064675145,149.149,150.317,MOVING
5676,car,5,73.27669368074315,87.75651937813467,110.16987720343666,132.95570845014555,149.649,150.317,MOVING
