timestamp_seconds,frame_number,track_id,vehicle_type,center_x,center_y,bbox_width,bbox_height
1.167,35,23,car,400.5,772.0,49,53
1.333,40,1,bus,685.5,795.0,69,230
1.333,40,2,bus,204.0,847.0,162,176
1.333,40,3,car,516.0,881.0,82,92
1.333,40,4,bus,152.5,1277.0,187,261
1.333,40,5,car,255.5,949.0,95,112
1.333,40,6,bus,39.0,1146.0,78,254
1.333,40,7,car,297.5,1213.0,143,230
1.333,40,8,car,428.0,1218.0,124,212
1.333,40,9,car,490.0,780.0,48,57
1.333,40,10,car,432.0,981.0,92,133
1.333,40,11,car,554.5,1056.0,125,159
1.333,40,12,car,325.0,835.0,66,73
1.333,40,13,car,411.0,860.0,68,86
1.333,40,14,car,153.0,1276.0,186,257
1.333,40,15,car,343.0,942.0,34,47
1.333,40,16,truck,127.0,978.0,116,134
1.333,40,17,bus,686.5,793.0,67,117
1.333,40,23,car,400.5,772.0,47,52
1.5,45,1,bus,685.5,797.0,69,229
1.5,45,2,bus,204.0,848.0,162,178
1.5,45,3,car,515.0,882.0,82,91
1.5,45,4,bus,153.0,1275.0,184,257
1.5,45,5,car,255.0,950.0,96,112
1.5,45,6,bus,39.0,1147.0,78,253
1.5,45,7,car,296.5,1214.0,143,229
1.5,45,8,car,428.5,1218.0,123,211
1.5,45,9,car,489.0,782.0,48,58
1.5,45,10,car,431.0,982.0,92,133
1.5,45,11,car,554.0,1058.0,126,160
1.5,45,12,car,324.5,836.0,65,72
1.5,45,13,car,411.5,863.0,69,88
1.5,45,14,car,152.5,1274.0,185,254
1.5,45,15,car,342.5,943.0,35,49
1.5,45,16,truck,126.5,978.0,115,133
1.5,45,17,bus,686.0,796.0,68,119
1.5,45,23,car,400.5,773.0,49,53
1.667,50,1,bus,685.5,800.0,69,228
1.667,50,2,bus,203.5,849.0,163,178
1.667,50,3,car,515.0,883.0,82,91
1.667,50,4,bus,153.0,1276.0,184,258
1.667,50,5,car,255.0,952.0,96,114
1.667,50,6,bus,38.5,1148.0,77,253
1.667,50,7,car,296.0,1215.0,142,229
1.667,50,8,car,428.0,1218.0,122,210
1.667,50,9,car,488.5,782.0,51,61
1.667,50,10,car,431.0,983.0,92,133
1.667,50,11,car,553.5,1061.0,125,161
1.667,50,12,car,323.5,838.0,65,72
1.667,50,13,car,411.0,862.0,68,86
1.667,50,14,car,152.5,1274.0,185,255
1.667,50,15,car,342.5,945.0,39,57
1.667,50,16,bus,126.5,980.0,115,133
1.667,50,17,bus,685.5,799.0,69,124
1.667,50,23,car,400.0,773.0,50,54
1.833,55,1,bus,685.5,801.0,69,229
1.833,55,2,bus,204.0,850.0,164,179
1.833,55,3,car,514.0,883.0,82,90
1.833,55,4,bus,153.0,1276.0,184,257
1.833,55,5,car,254.5,953.0,97,114
1.833,55,6,bus,38.5,1148.0,77,252
1.833,55,7,car,296.0,1216.0,142,229
1.833,55,8,car,428.0,1218.0,122,209
1.833,55,9,car,488.5,783.0,51,61
1.833,55,10,car,431.0,984.0,92,133
1.833,55,11,car,553.5,1062.0,125,161
1.833,55,12,car,323.0,838.0,64,72
1.833,55,13,car,411.0,862.0,68,86
1.833,55,14,car,153.0,1275.0,184,254
1.833,55,16,car,126.0,981.0,116,134
1.833,55,17,bus,685.0,801.0,70,127
1.833,55,23,car,400.0,774.0,50,54
2.0,60,1,bus,685.5,801.0,69,229
2.0,60,2,bus,204.5,850.0,163,178
2.0,60,3,car,514.5,885.0,83,92
2.0,60,4,bus,154.0,1277.0,184,258
2.0,60,5,car,254.5,954.0,97,115
2.0,60,6,bus,38.5,1148.0,77,252
2.0,60,7,car,296.0,1217.0,142,229
2.0,60,8,car,428.0,1220.0,122,210
2.0,60,9,car,488.5,783.0,49,60
2.0,60,10,car,431.0,984.0,92,132
2.0,60,11,car,553.5,1061.0,125,160
2.0,60,12,car,322.5,839.0,63,71
2.0,60,13,car,410.5,863.0,69,87
2.0,60,14,car,154.0,1275.0,184,254
2.0,60,16,bus,126.0,981.0,116,133
2.0,60,17,bus,686.0,801.0,68,122
2.0,60,23,car,400.0,775.0,50,55
2.0,60,15,car,342.5,946.0,39,58
2.167,65,1,bus,685.5,801.0,69,228
2.167,65,2,bus,205.0,851.0,164,179
2.167,65,3,car,514.5,885.0,83,92
2.167,65,4,bus,154.0,1277.0,184,257
2.167,65,5,car,255.0,955.0,98,115
2.167,65,6,bus,38.5,1148.0,77,252
2.167,65,7,car,296.5,1217.0,143,229
2.167,65,8,car,428.0,1221.0,122,211
2.167,65,9,car,488.5,783.0,49,59
2.167,65,10,car,431.0,984.0,92,132
2.167,65,11,car,553.0,1061.0,124,159
2.167,65,12,car,322.5,839.0,63,71
2.167,65,13,car,410.5,864.0,69,88
2.167,65,14,car,154.5,1276.0,185,255
2.167,65,16,truck,125.5,981.0,115,133
2.167,65,17,bus,686.5,802.0,67,121
2.167,65,23,car,400.0,775.0,50,55
2.167,65,15,car,342.0,946.0,38,58
2.333,70,1,bus,685.5,801.0,69,228
2.333,70,2,bus,204.5,852.0,163,179
2.333,70,3,car,514.5,885.0,83,92
2.333,70,4,bus,153.5,1277.0,185,257
2.333,70,5,car,254.5,955.0,97,114
2.333,70,6,bus,38.5,1149.0,77,252
2.333,70,7,car,296.0,1218.0,144,230
2.333,70,8,car,428.0,1221.0,122,210
2.333,70,9,car,488.5,783.0,49,59
2.333,70,10,car,431.0,985.0,92,133
2.333,70,11,car,553.0,1061.0,124,159
2.333,70,12,car,322.5,839.0,65,71
2.333,70,13,car,410.0,864.0,70,87
2.333,70,14,car,154.0,1276.0,186,254
2.333,70,16,bus,126.0,983.0,116,135
2.333,70,17,bus,686.0,802.0,68,124
2.333,70,23,car,400.0,775.0,50,54
2.333,70,35,car,686.0,1279.0,66,107
2.5,75,1,bus,685.5,801.0,69,227
2.5,75,2,bus,203.5,853.0,163,178
2.5,75,3,car,514.5,886.0,83,93
2.5,75,4,bus,153.0,1277.0,184,257
2.5,75,5,car,254.5,955.0,97,114
2.5,75,6,bus,38.0,1149.0,76,252
2.5,75,7,car,296.0,1218.0,144,230
2.5,75,8,car,428.0,1222.0,122,211
2.5,75,9,car,488.0,783.0,50,60
2.5,75,10,car,430.5,985.0,93,133
2.5,75,11,car,553.0,1062.0,124,160
2.5,75,12,car,321.5,841.0,65,72
2.5,75,13,car,410.5,865.0,71,88
2.5,75,14,car,153.0,1276.0,186,253
2.5,75,16,truck,125.0,983.0,116,134
2.5,75,23,car,400.0,775.0,50,56
2.5,75,35,car,686.0,1279.0,66,107
2.667,80,1,bus,685.5,802.0,69,229
2.667,80,2,bus,203.0,854.0,164,179
2.667,80,3,car,514.5,885.0,83,91
2.667,80,4,bus,151.5,1277.0,185,256
2.667,80,5,car,254.5,955.0,97,114
2.667,80,6,bus,38.0,1148.0,76,252
2.667,80,7,car,296.0,1219.0,144,230
2.667,80,8,car,428.5,1223.0,123,212
2.667,80,9,car,488.0,783.0,48,58
2.667,80,10,car,430.5,986.0,93,133
2.667,80,11,car,554.0,1062.0,124,160
2.667,80,12,car,321.5,841.0,65,71
2.667,80,13,car,410.5,862.0,69,85
2.667,80,14,car,151.5,1276.0,185,253
2.667,80,16,bus,124.5,985.0,117,136
2.667,80,23,car,399.5,774.0,49,53
2.667,80,35,car,685.5,1279.0,65,106
2.833,85,1,bus,686.0,802.0,68,227
2.833,85,2,bus,202.0,854.0,162,177
2.833,85,3,car,514.5,885.0,83,91
2.833,85,4,bus,151.0,1278.0,184,256
2.833,85,5,car,255.0,955.0,96,113
2.833,85,6,bus,38.0,1149.0,76,252
2.833,85,7,car,297.0,1220.0,144,230
2.833,85,8,car,428.5,1224.0,123,212
2.833,85,9,car,488.5,785.0,49,59
2.833,85,10,car,430.5,986.0,93,133
2.833,85,11,car,554.0,1063.0,124,160
2.833,85,12,car,322.5,841.0,65,71
2.833,85,13,car,410.5,858.0,65,80
2.833,85,14,car,150.5,1276.0,185,252
2.833,85,16,bus,124.5,985.0,117,135
2.833,85,23,car,399.5,775.0,49,54
2.833,85,35,car,686.0,1279.0,64,105
2.833,85,15,car,341.5,948.0,43,67
3.0,90,1,bus,686.0,803.0,68,227
3.0,90,2,bus,202.0,855.0,162,177
3.0,90,3,car,514.5,889.0,85,94
3.0,90,4,bus,151.5,1277.0,183,253
3.0,90,5,car,255.0,955.0,96,112
3.0,90,6,bus,38.0,1151.0,76,253
3.0,90,7,car,296.5,1222.0,145,232
3.0,90,8,car,428.5,1226.0,123,212
3.0,90,9,car,488.5,786.0,49,59
3.0,90,10,car,431.0,986.0,92,132
3.0,90,11,car,554.0,1064.0,124,160
3.0,90,12,car,322.5,841.0,65,71
3.0,90,13,car,410.5,860.0,67,81
3.0,90,14,car,151.5,1276.0,183,249
3.0,90,16,bus,125.0,987.0,118,136
3.0,90,23,car,400.0,777.0,50,55
3.0,90,35,car,687.0,1278.0,64,103
3.0,90,15,car,342.0,949.0,44,69
3.167,95,1,bus,686.0,804.0,68,227
3.167,95,2,bus,202.0,855.0,162,176
3.167,95,3,car,515.0,891.0,86,96
3.167,95,4,bus,152.0,1278.0,182,253
3.167,95,5,car,255.0,955.0,96,112
3.167,95,6,bus,38.0,1152.0,76,253
3.167,95,7,car,296.5,1224.0,147,234
3.167,95,8,car,428.5,1227.0,123,213
3.167,95,9,car,488.5,786.0,49,58
3.167,95,10,car,431.0,986.0,92,132
3.167,95,11,car,554.5,1065.0,125,160
3.167,95,12,car,323.5,840.0,65,70
3.167,95,13,car,410.5,861.0,67,82
3.167,95,14,car,152.0,1276.0,182,247
3.167,95,16,bus,125.0,988.0,118,137
3.167,95,23,car,400.0,777.0,50,55
3.167,95,35,car,688.0,1278.0,64,103
3.167,95,15,car,341.5,950.0,43,70
3.167,95,46,car,411.5,691.0,39,36
3.333,100,1,bus,685.5,804.0,67,226
3.333,100,2,bus,202.0,855.0,162,176
3.333,100,3,car,515.0,892.0,86,97
3.333,100,4,bus,152.5,1277.0,181,252
3.333,100,5,car,255.0,955.0,96,112
3.333,100,6,bus,38.0,1152.0,76,251
3.333,100,7,bus,296.5,1225.0,145,234
3.333,100,8,car,428.5,1226.0,123,212
3.333,100,9,car,488.5,787.0,49,60
3.333,100,10,car,431.0,986.0,92,132
3.333,100,11,car,554.5,1065.0,125,160
3.333,100,12,car,323.5,840.0,65,71
3.333,100,13,car,410.5,858.0,65,79
3.333,100,14,car,151.5,1276.0,181,246
3.333,100,16,bus,125.0,988.0,118,136
3.333,100,23,car,400.0,777.0,48,53
3.333,100,35,car,688.5,1279.0,63,104
3.333,100,15,car,341.5,950.0,43,70
3.333,100,46,car,412.0,690.0,38,36
3.333,100,48,car,296.5,1225.0,145,236
3.5,105,1,bus,685.5,804.0,67,225
3.5,105,2,bus,202.5,856.0,161,176
3.5,105,3,car,515.0,892.0,88,96
3.5,105,4,bus,153.0,1277.0,182,252
3.5,105,5,car,255.0,956.0,96,113
3.5,105,6,bus,38.0,1153.0,76,251
3.5,105,7,bus,296.5,1226.0,145,234
3.5,105,8,car,428.5,1226.0,123,212
3.5,105,9,car,488.5,787.0,49,60
3.5,105,10,car,431.0,986.0,92,132
3.5,105,11,car,554.5,1065.0,125,160
3.5,105,12,car,323.5,840.0,65,71
3.5,105,13,car,410.5,861.0,69,82
3.5,105,14,car,152.5,1276.0,181,246
3.5,105,16,car,125.0,988.0,118,135
3.5,105,23,car,400.0,776.0,48,53
3.5,105,35,car,688.5,1279.0,63,104
3.5,105,15,car,342.0,950.0,42,70
3.5,105,46,car,412.0,687.0,36,34
3.5,105,48,car,296.5,1225.0,145,236
3.667,110,1,bus,686.0,803.0,66,224
3.667,110,2,bus,202.5,856.0,161,176
3.667,110,3,car,515.0,892.0,88,97
3.667,110,4,bus,152.5,1277.0,181,252
3.667,110,5,car,255.0,956.0,96,113
3.667,110,6,bus,37.5,1153.0,75,251
3.667,110,7,bus,296.5,1226.0,145,234
3.667,110,8,car,428.5,1226.0,123,212
3.667,110,9,car,488.5,787.0,49,60
3.667,110,10,car,431.0,986.0,92,132
3.667,110,11,car,555.0,1066.0,124,160
3.667,110,12,car,324.0,840.0,66,72
3.667,110,13,car,410.5,862.0,69,83
3.667,110,14,car,152.0,1276.0,182,246
3.667,110,16,bus,125.0,988.0,118,136
3.667,110,23,car,400.5,774.0,47,52
3.667,110,35,car,688.5,1279.0,63,104
3.667,110,15,car,341.5,950.0,41,70
3.667,110,46,car,412.0,685.0,36,34
3.667,110,48,car,296.0,1225.0,144,236
3.833,115,1,bus,686.0,803.0,66,223
3.833,115,2,bus,201.5,855.0,161,176
3.833,115,3,car,514.5,893.0,87,97
3.833,115,4,bus,152.0,1278.0,182,253
3.833,115,5,car,254.5,956.0,97,113
3.833,115,6,bus,37.5,1152.0,75,251
3.833,115,7,bus,296.0,1224.0,144,232
3.833,115,8,car,427.5,1226.0,123,212
3.833,115,9,car,489.0,786.0,48,58
3.833,115,10,car,430.5,985.0,91,131
3.833,115,11,car,554.5,1066.0,125,161
3.833,115,12,car,324.0,839.0,66,73
3.833,115,13,car,410.5,864.0,71,85
3.833,115,14,car,151.0,1277.0,182,247
3.833,115,16,bus,124.0,988.0,118,136
3.833,115,23,car,400.5,772.0,47,52
3.833,115,35,car,687.5,1279.0,63,103
3.833,115,15,car,341.0,950.0,40,70
3.833,115,46,car,412.5,683.0,37,35
3.833,115,48,car,295.5,1225.0,145,236
3.833,115,17,bus,686.0,804.0,68,120
4.0,120,1,bus,686.0,803.0,66,223
4.0,120,2,bus,201.0,855.0,162,176
4.0,120,3,car,514.5,893.0,87,97
4.0,120,4,bus,151.0,1278.0,182,252
4.0,120,5,car,254.5,955.0,97,113
4.0,120,6,bus,37.5,1151.0,75,250
4.0,120,7,bus,296.0,1225.0,144,233
4.0,120,8,car,427.5,1225.0,123,211
4.0,120,9,car,488.5,786.0,47,58
4.0,120,10,car,430.0,986.0,92,132
4.0,120,11,car,554.5,1065.0,125,160
4.0,120,12,car,323.5,838.0,67,73
4.0,120,13,car,410.0,863.0,72,85
4.0,120,14,car,151.0,1277.0,182,247
4.0,120,16,bus,124.0,988.0,118,136
4.0,120,23,car,400.0,771.0,48,53
4.0,120,15,car,341.0,950.0,40,70
4.0,120,48,car,295.0,1225.0,144,236
4.0,120,17,bus,685.5,804.0,69,128
4.167,125,1,bus,686.0,803.0,66,223
4.167,125,2,bus,201.0,855.0,162,177
4.167,125,3,car,514.5,893.0,87,97
4.167,125,4,bus,151.0,1278.0,182,252
4.167,125,5,car,254.5,955.0,97,113
4.167,125,6,bus,37.0,1150.0,74,249
4.167,125,7,bus,296.0,1225.0,144,233
4.167,125,8,car,427.5,1225.0,123,211
4.167,125,9,car,488.5,786.0,47,58
4.167,125,10,car,430.0,986.0,92,132
4.167,125,11,car,554.0,1065.0,124,160
4.167,125,12,car,323.0,837.0,66,72
4.167,125,13,car,410.0,863.0,72,86
4.167,125,14,car,151.0,1277.0,182,247
4.167,125,16,bus,124.0,988.0,118,136
4.167,125,23,car,400.0,771.0,48,54
4.167,125,15,car,341.0,950.0,40,70
4.167,125,48,car,295.0,1225.0,144,236
4.167,125,17,bus,685.0,804.0,70,130
4.333,130,1,bus,686.0,803.0,66,223
4.333,130,2,bus,201.0,855.0,162,177
4.333,130,3,car,514.5,893.0,87,97
4.333,130,4,bus,151.0,1278.0,182,252
4.333,130,5,car,254.5,955.0,97,113
4.333,130,6,bus,37.0,1150.0,74,249
4.333,130,7,bus,296.0,1225.0,144,234
4.333,130,8,car,427.5,1225.0,123,211
4.333,130,9,car,488.5,786.0,47,58
4.333,130,10,car,430.0,986.0,92,132
4.333,130,11,car,554.0,1064.0,124,159
4.333,130,12,car,323.0,837.0,66,72
4.333,130,13,car,410.0,863.0,72,86
4.333,130,14,car,151.0,1277.0,182,247
4.333,130,16,bus,124.0,988.0,118,136
4.333,130,23,car,400.0,771.0,48,54
4.333,130,15,car,340.5,950.0,39,70
4.333,130,48,car,295.0,1225.0,144,236
4.333,130,17,bus,685.0,804.0,70,131
4.5,135,4,car,152.0,1198.0,158,215
4.5,135,5,car,269.0,945.0,98,113
4.5,135,8,car,443.5,1213.0,129,219
4.5,135,10,car,421.5,994.0,101,142
4.5,135,16,bus,108.0,992.0,204,241
4.667,140,4,car,152.5,1165.0,149,199
4.667,140,5,car,274.5,941.0,101,115
4.667,140,8,car,449.0,1208.0,132,222
4.667,140,10,car,417.5,997.0,105,146
4.667,140,16,bus,108.5,994.0,217,277
4.667,140,70,car,639.0,1279.0,160,208
4.667,140,71,car,258.5,1279.0,177,53
4.667,140,72,car,294.5,823.0,75,80
4.667,140,73,bus,163.0,760.0,142,136
4.667,140,74,car,548.0,868.0,88,95
4.667,140,75,car,466.0,1279.0,142,21
4.667,140,76,truck,594.5,1041.0,147,158
4.667,140,77,car,280.0,713.0,62,57
4.667,140,78,car,594.5,1041.0,145,157
4.667,140,79,car,332.5,742.0,61,61
4.667,140,81,car,491.5,716.0,71,73
4.667,140,83,car,402.5,829.0,75,80
4.833,145,4,car,152.5,1154.0,147,194
4.833,145,5,car,278.0,934.0,100,114
4.833,145,8,car,450.5,1206.0,135,223
4.833,145,10,car,415.0,995.0,106,145
4.833,145,16,bus,110.0,995.0,220,294
4.833,145,70,car,638.5,1279.0,159,207
4.833,145,71,car,258.5,1279.0,173,52
4.833,145,72,car,294.0,821.0,76,80
4.833,145,73,bus,164.5,758.0,141,134
4.833,145,74,car,544.5,869.0,91,98
4.833,145,75,car,465.0,1279.0,138,20
4.833,145,76,car,594.0,1043.0,148,160
4.833,145,77,car,281.0,712.0,62,56
4.833,145,78,truck,594.5,1043.0,147,160
4.833,145,79,car,333.5,739.0,61,61
4.833,145,81,car,490.0,711.0,68,71
4.833,145,83,car,401.5,825.0,77,82
5.0,150,4,car,152.5,1148.0,147,190
5.0,150,5,car,280.0,927.0,98,110
5.0,150,8,car,449.5,1205.0,137,223
5.0,150,10,car,413.0,991.0,106,143
5.0,150,16,bus,109.5,997.0,219,301
5.0,150,70,car,637.5,1279.0,159,206
5.0,150,71,car,256.5,1279.0,169,51
5.0,150,72,car,295.0,816.0,74,78
5.0,150,73,bus,165.0,756.0,138,131
5.0,150,74,car,543.0,871.0,94,100
5.0,150,75,car,464.0,1279.0,134,20
5.0,150,76,car,592.5,1044.0,149,159
5.0,150,77,car,282.5,711.0,63,57
5.0,150,78,truck,593.0,1044.0,148,159
5.0,150,79,car,334.0,737.0,60,60
5.0,150,81,car,489.0,710.0,68,71
5.0,150,83,car,400.5,823.0,77,83
5.0,150,87,car,357.5,682.0,59,45
5.167,155,4,car,150.0,1148.0,148,189
5.167,155,5,car,280.5,924.0,99,110
5.167,155,8,car,448.0,1207.0,138,223
5.167,155,10,car,410.5,989.0,107,143
5.167,155,16,bus,108.0,1000.0,216,304
5.167,155,70,car,636.5,1279.0,157,203
5.167,155,71,car,253.5,1279.0,157,47
5.167,155,72,car,293.0,811.0,72,76
5.167,155,73,bus,161.5,759.0,139,133
5.167,155,74,car,540.5,874.0,95,102
5.167,155,75,car,458.0,1279.0,130,19
5.167,155,77,car,282.5,711.0,63,58
5.167,155,78,car,591.0,1048.0,146,159
5.167,155,79,car,333.5,736.0,59,59
5.167,155,81,car,488.0,709.0,66,69
5.167,155,83,car,397.5,822.0,77,82
5.167,155,87,car,357.0,684.0,62,48
5.333,160,4,car,146.5,1151.0,149,188
5.333,160,5,car,279.5,920.0,99,108
5.333,160,8,car,443.5,1209.0,139,221
5.333,160,10,car,407.0,989.0,108,143
5.333,160,16,bus,106.5,1005.0,213,307
5.333,160,70,car,634.5,1279.0,153,197
5.333,160,71,car,248.5,1279.0,135,40
5.333,160,72,car,290.5,809.0,71,74
5.333,160,73,bus,158.5,765.0,143,137
5.333,160,74,car,537.0,878.0,94,101
5.333,160,77,car,281.5,713.0,63,58
5.333,160,78,car,588.0,1052.0,146,159
5.333,160,79,car,333.0,738.0,60,60
5.333,160,81,car,485.5,702.0,59,61
5.333,160,83,car,394.0,822.0,72,77
5.333,160,87,car,356.5,687.0,63,49
5.5,165,4,car,143.0,1156.0,150,188
5.5,165,5,car,280.0,916.0,98,105
5.5,165,8,car,440.0,1211.0,138,218
5.5,165,10,car,403.0,990.0,108,142
5.5,165,16,bus,104.0,1004.0,208,302
5.5,165,70,car,632.5,1279.0,149,190
5.5,165,71,car,245.5,1279.0,109,32
5.5,165,72,car,288.0,808.0,66,69
5.5,165,73,bus,157.5,771.0,145,139
5.5,165,74,car,532.5,881.0,93,100
5.5,165,77,car,280.5,714.0,63,57
5.5,165,78,car,584.5,1058.0,147,159
5.5,165,79,car,333.5,741.0,61,60
5.5,165,81,car,484.0,696.0,50,51
5.5,165,83,car,389.0,826.0,76,81
5.5,165,87,car,355.5,689.0,63,49
5.667,170,4,car,139.5,1160.0,151,187
5.667,170,5,car,279.5,913.0,97,104
5.667,170,8,car,436.0,1213.0,138,216
5.667,170,10,car,399.5,990.0,107,140
5.667,170,16,bus,102.5,1015.0,205,306
5.667,170,70,car,631.0,1279.0,146,183
5.667,170,71,car,242.5,1279.0,79,22
5.667,170,72,car,287.5,808.0,63,66
5.667,170,73,bus,155.5,779.0,147,141
5.667,170,74,car,527.0,886.0,94,101
5.667,170,77,car,280.0,718.0,62,56
5.667,170,78,car,580.5,1066.0,147,159
5.667,170,79,car,333.5,744.0,59,57
5.667,170,81,car,481.5,699.0,51,51
5.667,170,83,car,385.5,830.0,75,79
5.667,170,87,car,355.5,693.0,63,48
5.667,170,9,car,498.0,785.0,56,66
5.833,175,4,car,135.5,1166.0,151,186
5.833,175,5,car,278.5,911.0,97,103
5.833,175,8,car,431.0,1214.0,138,214
5.833,175,10,car,396.0,988.0,106,137
5.833,175,16,bus,101.5,1022.0,203,306
5.833,175,70,car,629.0,1279.0,140,173
5.833,175,72,car,287.0,809.0,62,65
5.833,175,73,bus,153.5,787.0,147,142
5.833,175,74,car,523.0,890.0,92,99
5.833,175,77,car,279.0,723.0,62,56
5.833,175,78,car,576.5,1073.0,145,158
5.833,175,79,car,335.5,746.0,59,56
5.833,175,83,car,384.0,835.0,72,76
5.833,175,87,car,355.5,698.0,61,48
5.833,175,9,car,495.0,789.0,58,68
5.833,175,11,truck,574.5,1074.0,125,158
6.0,180,4,car,132.5,1169.0,151,185
6.0,180,5,car,278.0,910.0,96,101
6.0,180,8,car,426.5,1214.0,137,212
