timestamp_seconds,vehicle_count,cars,motorcycles,buses,trucks,vehicle_density,congestion,car_percentage,motorcycle_percentage,bus_percentage,truck_percentage,traffic_state
6.83,20,14,3,2,1,95.23809523809523,95.23809523809523,70.0,15.0,10.0,5.0,SEVERE
7.0,17,14,0,2,1,80.95238095238095,80.95238095238095,82.35294117647058,0.0,11.76470588235294,5.88235294117647,SEVERE
7.17,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
7.33,18,15,1,2,0,85.71428571428571,85.71428571428571,83.33333333333334,5.555555555555555,11.11111111111111,0.0,SEVERE
7.5,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
7.67,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
7.83,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
8.0,16,13,1,2,0,76.19047619047619,76.19047619047619,81.25,6.25,12.5,0.0,SEVERE
8.17,15,12,1,2,0,71.42857142857143,71.42857142857143,80.0,6.666666666666667,13.333333333333334,0.0,HIGH
8.33,15,13,0,2,0,71.42857142857143,71.42857142857143,86.66666666666667,0.0,13.333333333333334,0.0,HIGH
8.5,16,14,0,2,0,76.19047619047619,76.19047619047619,87.5,0.0,12.5,0.0,SEVERE
8.67,16,14,0,2,0,76.19047619047619,76.19047619047619,87.5,0.0,12.5,0.0,SEVERE
8.83,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.0,12,10,0,2,0,57.14285714285714,57.14285714285714,83.33333333333334,0.0,16.666666666666664,0.0,HIGH
9.17,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.33,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.5,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.67,13,11,0,2,0,61.904761904761905,61.904761904761905,84.61538461538461,0.0,15.384615384615385,0.0,HIGH
9.83,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
10.0,12,9,0,2,1,57.14285714285714,57.14285714285714,75.0,0.0,16.666666666666664,8.333333333333332,HIGH
10.17,12,10,0,2,0,57.14285714285714,57.14285714285714,83.33333333333334,0.0,16.666666666666664,0.0,HIGH
10.33,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
