timestamp_seconds,tracked_vehicle_count,average_speed_kmh,median_speed_kmh,average_pixel_speed,median_pixel_speed,total_pixel_movement,moving_vehicle_count,slow_vehicle_count,stopped_vehicle_count,UNKNOWN,stopped_vehicle_percentage,slow_vehicle_percentage,moving_vehicle_percentage,movement_congestion_score,calibration_status
6.667,20,4.55,3.1,20.34,18.48,70.93,1,12,7,0,35.0,60.0,5.0,46.0,demo_calibration
6.833,20,3.21,2.39,19.79,13.47,65.71,0,12,8,0,40.0,60.0,0.0,50.0,demo_calibration
7.0,17,3.19,3.45,18.62,13.39,52.86,0,10,7,0,41.17647058823529,58.82352941176471,0.0,50.59,demo_calibration
7.167,17,5.05,4.58,30.26,25.76,103.1,0,16,1,0,5.88235294117647,94.11764705882352,0.0,32.94,demo_calibration
7.333,18,5.83,4.58,34.11,29.15,125.44,2,13,2,1,11.11111111111111,72.22222222222221,11.11111111111111,31.11,demo_calibration
7.5,17,6.55,6.62,35.36,32.39,100.38,0,15,2,0,11.76470588235294,88.23529411764706,0.0,35.88,demo_calibration
7.667,17,7.95,8.43,38.93,40.72,110.54,0,15,2,0,11.76470588235294,88.23529411764706,0.0,35.88,demo_calibration
7.833,17,7.91,8.57,40.09,33.07,123.83,0,14,2,1,11.76470588235294,82.35294117647058,0.0,34.71,demo_calibration
8.0,16,9.45,10.45,52.26,48.87,139.63,2,11,3,0,18.75,68.75,12.5,35.62,demo_calibration
8.167,15,8.87,8.99,53.28,48.74,133.47,1,12,2,0,13.333333333333334,80.0,6.666666666666667,34.67,demo_calibration
8.333,15,11.77,12.44,63.98,66.33,167.66,6,7,2,0,13.333333333333334,46.666666666666664,40.0,24.67,demo_calibration
8.5,16,10.74,9.96,61.52,56.24,172.11,4,10,2,0,12.5,62.5,25.0,28.75,demo_calibration
8.667,16,12.35,12.94,59.07,52.29,208.36,5,9,2,0,12.5,56.25,31.25,26.88,demo_calibration
8.833,14,13.0,13.91,62.15,58.59,144.43,6,6,2,0,14.285714285714285,42.857142857142854,42.857142857142854,24.29,demo_calibration
9.0,12,13.09,14.62,64.99,61.07,130.24,5,6,1,0,8.333333333333332,50.0,41.66666666666667,21.67,demo_calibration
9.167,14,11.6,11.04,60.14,45.61,120.53,3,9,0,2,0.0,64.28571428571429,21.428571428571427,20.71,demo_calibration
9.333,14,11.35,11.13,62.73,49.68,145.79,4,10,0,0,0.0,71.42857142857143,28.57142857142857,21.43,demo_calibration
9.5,14,11.59,11.85,65.67,63.06,153.55,3,11,0,0,0.0,78.57142857142857,21.428571428571427,23.57,demo_calibration
9.667,13,12.32,11.65,69.03,60.18,149.87,3,10,0,0,0.0,76.92307692307693,23.076923076923077,23.08,demo_calibration
9.833,14,12.18,10.36,67.25,56.06,170.34,4,10,0,0,0.0,71.42857142857143,28.57142857142857,21.43,demo_calibration
10.0,12,11.65,10.35,65.41,55.23,131.08,3,9,0,0,0.0,75.0,25.0,22.5,demo_calibration
10.167,12,13.39,12.0,72.76,57.34,155.12,3,9,0,0,0.0,75.0,25.0,22.5,demo_calibration
10.333,14,12.79,12.3,69.24,60.62,164.98,4,9,0,1,0.0,64.28571428571429,28.57142857142857,20.0,demo_calibration
