timestamp_seconds,vehicle_count,cars,motorcycles,buses,trucks,vehicle_density,congestion,car_percentage,motorcycle_percentage,bus_percentage,truck_percentage,traffic_state
3.167,19,14,0,5,0,90.47619047619048,90.47619047619048,73.68421052631578,0.0,26.31578947368421,0.0,SEVERE
3.333,20,14,0,6,0,95.23809523809523,95.23809523809523,70.0,0.0,30.0,0.0,SEVERE
3.5,20,15,0,5,0,95.23809523809523,95.23809523809523,75.0,0.0,25.0,0.0,SEVERE
3.667,20,14,0,6,0,95.23809523809523,95.23809523809523,70.0,0.0,30.0,0.0,SEVERE
3.833,21,14,0,7,0,100.0,100.0,66.66666666666666,0.0,33.33333333333333,0.0,SEVERE
4.0,19,12,0,7,0,90.47619047619048,90.47619047619048,63.1578947368421,0.0,36.84210526315789,0.0,SEVERE
4.167,19,12,0,7,0,90.47619047619048,90.47619047619048,63.1578947368421,0.0,36.84210526315789,0.0,SEVERE
4.333,19,12,0,7,0,90.47619047619048,90.47619047619048,63.1578947368421,0.0,36.84210526315789,0.0,SEVERE
4.5,5,4,0,1,0,23.809523809523807,23.809523809523807,80.0,0.0,20.0,0.0,LOW
4.667,17,14,0,2,1,80.95238095238095,80.95238095238095,82.35294117647058,0.0,11.76470588235294,5.88235294117647,SEVERE
4.833,17,14,0,2,1,80.95238095238095,80.95238095238095,82.35294117647058,0.0,11.76470588235294,5.88235294117647,SEVERE
5.0,18,15,0,2,1,85.71428571428571,85.71428571428571,83.33333333333334,0.0,11.11111111111111,5.555555555555555,SEVERE
5.167,17,15,0,2,0,80.95238095238095,80.95238095238095,88.23529411764706,0.0,11.76470588235294,0.0,SEVERE
5.333,16,14,0,2,0,76.19047619047619,76.19047619047619,87.5,0.0,12.5,0.0,SEVERE
5.5,16,14,0,2,0,76.19047619047619,76.19047619047619,87.5,0.0,12.5,0.0,SEVERE
5.667,17,15,0,2,0,80.95238095238095,80.95238095238095,88.23529411764706,0.0,11.76470588235294,0.0,SEVERE
5.833,16,13,0,2,1,76.19047619047619,76.19047619047619,81.25,0.0,12.5,6.25,SEVERE
6.0,15,12,0,2,1,71.42857142857143,71.42857142857143,80.0,0.0,13.333333333333334,6.666666666666667,HIGH
6.167,17,12,1,2,2,80.95238095238095,80.95238095238095,70.58823529411765,5.88235294117647,11.76470588235294,11.76470588235294,SEVERE
6.333,19,14,1,2,2,90.47619047619048,90.47619047619048,73.68421052631578,5.263157894736842,10.526315789473683,10.526315789473683,SEVERE
6.5,19,14,2,2,1,90.47619047619048,90.47619047619048,73.68421052631578,10.526315789473683,10.526315789473683,5.263157894736842,SEVERE
6.667,20,14,3,2,1,95.23809523809523,95.23809523809523,70.0,15.0,10.0,5.0,SEVERE
6.833,20,14,3,2,1,95.23809523809523,95.23809523809523,70.0,15.0,10.0,5.0,SEVERE
7.0,17,14,0,2,1,80.95238095238095,80.95238095238095,82.35294117647058,0.0,11.76470588235294,5.88235294117647,SEVERE
7.167,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
7.333,18,15,1,2,0,85.71428571428571,85.71428571428571,83.33333333333334,5.555555555555555,11.11111111111111,0.0,SEVERE
7.5,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
7.667,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
7.833,17,14,1,2,0,80.95238095238095,80.95238095238095,82.35294117647058,5.88235294117647,11.76470588235294,0.0,SEVERE
8.0,16,13,1,2,0,76.19047619047619,76.19047619047619,81.25,6.25,12.5,0.0,SEVERE
8.167,15,12,1,2,0,71.42857142857143,71.42857142857143,80.0,6.666666666666667,13.333333333333334,0.0,HIGH
8.333,15,13,0,2,0,71.42857142857143,71.42857142857143,86.66666666666667,0.0,13.333333333333334,0.0,HIGH
8.5,16,14,0,2,0,76.19047619047619,76.19047619047619,87.5,0.0,12.5,0.0,SEVERE
8.667,16,14,0,2,0,76.19047619047619,76.19047619047619,87.5,0.0,12.5,0.0,SEVERE
8.833,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.0,12,10,0,2,0,57.14285714285714,57.14285714285714,83.33333333333334,0.0,16.666666666666664,0.0,HIGH
9.167,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.333,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.5,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
9.667,13,11,0,2,0,61.904761904761905,61.904761904761905,84.61538461538461,0.0,15.384615384615385,0.0,HIGH
9.833,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
10.0,12,9,0,2,1,57.14285714285714,57.14285714285714,75.0,0.0,16.666666666666664,8.333333333333332,HIGH
10.167,12,10,0,2,0,57.14285714285714,57.14285714285714,83.33333333333334,0.0,16.666666666666664,0.0,HIGH
10.333,14,12,0,2,0,66.66666666666666,66.66666666666666,85.71428571428571,0.0,14.285714285714285,0.0,HIGH
